date,tournament,season,road_team,road_runs,home_team,home_runs,round,tier,neutral
1976-02-02,Olympics,1976,FRG,5,SUI,1,,1.5,True
1976-02-02,Olympics,1976,POL,7,ROU,4,,1.5,True
1976-02-02,Olympics,1976,TCH,14,BUL,1,,1.5,True
1976-02-03,Olympics,1976,FIN,11,JPN,2,,1.5,True
1976-02-03,Olympics,1976,URS,16,AUT,3,,1.5,True
1976-02-03,Olympics,1976,USA,8,YUG,4,,1.5,True
1976-02-05,Olympics,1976,AUT,6,BUL,2,,1.5,True
1976-02-05,Olympics,1976,ROU,3,JPN,1,,1.5,True
1976-02-05,Olympics,1976,YUG,6,SUI,4,,1.5,True
1976-02-06,Olympics,1976,FRG,7,POL,4,final,1.5,True
1976-02-06,Olympics,1976,TCH,2,FIN,1,final,1.5,True
1976-02-06,Olympics,1976,URS,6,USA,2,final,1.5,True
1976-02-07,Olympics,1976,AUT,3,JPN,2,,1.5,True
1976-02-07,Olympics,1976,SUI,8,BUL,3,,1.5,True
1976-02-07,Olympics,1976,YUG,4,ROU,3,,1.5,True
1976-02-08,Olympics,1976,FIN,5,FRG,3,final,1.5,True
1976-02-08,Olympics,1976,TCH,5,USA,0,final,1.5,True
1976-02-08,Olympics,1976,URS,16,POL,1,final,1.5,True
1976-02-09,Olympics,1976,AUT,3,ROU,4,,1.5,True
1976-02-09,Olympics,1976,JPN,6,SUI,4,,1.5,True
1976-02-09,Olympics,1976,YUG,8,BUL,5,,1.5,True
1976-02-10,Olympics,1976,POL,1,TCH,0,final,1.5,True
1976-02-10,Olympics,1976,URS,7,FRG,3,final,1.5,True
1976-02-10,Olympics,1976,USA,5,FIN,4,final,1.5,True
1976-02-11,Olympics,1976,AUT,3,SUI,5,,1.5,True
1976-02-11,Olympics,1976,JPN,4,YUG,3,,1.5,True
1976-02-11,Olympics,1976,ROU,9,BUL,4,,1.5,True
1976-02-12,Olympics,1976,TCH,7,FRG,4,final,1.5,True
1976-02-12,Olympics,1976,URS,7,FIN,2,final,1.5,True
1976-02-12,Olympics,1976,USA,7,POL,2,final,1.5,True
1976-02-13,Olympics,1976,AUT,3,YUG,1,,1.5,True
1976-02-13,Olympics,1976,JPN,7,BUL,5,,1.5,True
1976-02-13,Olympics,1976,ROU,4,SUI,3,,1.5,True
1976-02-14,Olympics,1976,FIN,7,POL,1,final,1.5,True
1976-02-14,Olympics,1976,FRG,4,USA,1,final,1.5,True
1976-02-14,Olympics,1976,URS,4,TCH,3,final,1.5,True
1976-03-08,IIHF World Championship,1976,AUT,4,DEN,3,,1.0,True
1976-03-08,IIHF World Championship,1976,HUN,11,GBR,0,,1.0,True
1976-03-09,IIHF World Championship,1976,GBR,2,AUT,21,,1.0,True
1976-03-09,IIHF World Championship,1976,HUN,6,FRA,1,,1.0,True
1976-03-10,IIHF World Championship,1976,FRA,7,DEN,4,,1.0,True
1976-03-11,IIHF World Championship,1976,AUT,6,HUN,3,,1.0,True
1976-03-11,IIHF World Championship,1976,DEN,7,GBR,3,,1.0,True
1976-03-12,IIHF World Championship,1976,FRA,5,GBR,1,,1.0,True
1976-03-13,IIHF World Championship,1976,AUT,7,FRA,1,,1.0,True
1976-03-13,IIHF World Championship,1976,HUN,10,DEN,2,,1.0,True
1976-03-18,IIHF World Championship,1976,ITA,2,YUG,8,,1.0,True
1976-03-18,IIHF World Championship,1976,NED,4,NOR,3,,1.0,True
1976-03-18,IIHF World Championship,1976,ROU,7,JPN,5,,1.0,True
1976-03-18,IIHF World Championship,1976,SUI,5,BUL,1,,1.0,True
1976-03-19,IIHF World Championship,1976,ITA,8,BUL,3,,1.0,True
1976-03-19,IIHF World Championship,1976,SUI,5,YUG,4,,1.0,True
1976-03-20,IIHF World Championship,1976,JPN,4,NED,0,,1.0,True
1976-03-20,IIHF World Championship,1976,ROU,2,NOR,1,,1.0,True
1976-03-21,IIHF World Championship,1976,BUL,3,JPN,4,,1.0,True
1976-03-21,IIHF World Championship,1976,ITA,4,NOR,2,,1.0,True
1976-03-21,IIHF World Championship,1976,SUI,4,NED,2,,1.0,True
1976-03-21,IIHF World Championship,1976,YUG,5,ROU,2,,1.0,True
1976-03-22,IIHF World Championship,1976,SUI,4,ITA,1,,1.0,True
1976-03-22,IIHF World Championship,1976,YUG,9,BUL,7,,1.0,True
1976-03-23,IIHF World Championship,1976,NOR,3,JPN,2,,1.0,True
1976-03-23,IIHF World Championship,1976,ROU,8,NED,1,,1.0,True
1976-03-24,IIHF World Championship,1976,JPN,3,YUG,2,,1.0,True
1976-03-24,IIHF World Championship,1976,NED,5,BUL,3,,1.0,True
1976-03-24,IIHF World Championship,1976,ROU,5,ITA,5,,1.0,True
1976-03-24,IIHF World Championship,1976,SUI,3,NOR,7,,1.0,True
1976-03-26,IIHF World Championship,1976,JPN,10,ITA,0,,1.0,True
1976-03-26,IIHF World Championship,1976,NED,1,YUG,5,,1.0,True
1976-03-26,IIHF World Championship,1976,NOR,7,BUL,2,,1.0,True
1976-03-26,IIHF World Championship,1976,SUI,2,ROU,7,,1.0,True
1976-03-27,IIHF World Championship,1976,NED,9,ITA,3,,1.0,True
1976-03-27,IIHF World Championship,1976,NOR,6,YUG,4,,1.0,True
1976-03-27,IIHF World Championship,1976,ROU,9,BUL,4,,1.0,True
1976-03-27,IIHF World Championship,1976,SUI,2,JPN,6,,1.0,True
1976-04-08,IIHF World Championship,1976,FRG,1,SWE,4,,1.0,True
1976-04-08,IIHF World Championship,1976,POL,6,URS,4,,1.0,True
1976-04-08,IIHF World Championship,1976,TCH,10,GDR,0,,1.0,True
1976-04-08,IIHF World Championship,1976,USA,3,FIN,3,,1.0,True
1976-04-09,IIHF World Championship,1976,POL,0,TCH,12,,1.0,True
1976-04-09,IIHF World Championship,1976,URS,4,GDR,0,,1.0,True
1976-04-10,IIHF World Championship,1976,FRG,2,FIN,5,,1.0,True
1976-04-10,IIHF World Championship,1976,SWE,0,USA,2,,1.0,True
1976-04-11,IIHF World Championship,1976,FIN,1,URS,8,,1.0,True
1976-04-11,IIHF World Championship,1976,POL,6,GDR,4,,1.0,True
1976-04-11,IIHF World Championship,1976,TCH,3,SWE,1,,1.0,True
1976-04-12,IIHF World Championship,1976,GDR,2,USA,1,,1.0,True
1976-04-12,IIHF World Championship,1976,POL,3,FRG,5,,1.0,True
1976-04-13,IIHF World Championship,1976,TCH,7,FIN,1,,1.0,True
1976-04-13,IIHF World Championship,1976,URS,6,SWE,1,,1.0,True
1976-04-14,IIHF World Championship,1976,GDR,1,FRG,7,,1.0,True
1976-04-14,IIHF World Championship,1976,POL,2,USA,4,,1.0,True
1976-04-15,IIHF World Championship,1976,FIN,3,SWE,4,,1.0,True
1976-04-15,IIHF World Championship,1976,FRG,2,URS,8,,1.0,True
1976-04-15,IIHF World Championship,1976,USA,2,TCH,10,,1.0,True
1976-04-17,IIHF World Championship,1976,POL,3,FIN,3,,1.0,True
1976-04-17,IIHF World Championship,1976,SWE,8,GDR,2,,1.0,True
1976-04-17,IIHF World Championship,1976,URS,2,TCH,3,,1.0,True
1976-04-18,IIHF World Championship,1976,FIN,1,GDR,2,,1.0,True
1976-04-18,IIHF World Championship,1976,USA,5,FRG,1,,1.0,True
1976-04-19,IIHF World Championship,1976,POL,1,SWE,4,,1.0,True
1976-04-19,IIHF World Championship,1976,TCH,9,FRG,1,,1.0,True
1976-04-19,IIHF World Championship,1976,URS,5,USA,2,,1.0,True
1976-04-20,IIHF World Championship,1976,FIN,4,FRG,4,,1.0,True
1976-04-20,IIHF World Championship,1976,POL,5,GDR,4,,1.0,True
1976-04-21,IIHF World Championship,1976,TCH,5,USA,1,final,1.0,True
1976-04-21,IIHF World Championship,1976,URS,3,SWE,4,final,1.0,True
1976-04-22,IIHF World Championship,1976,GDR,1,FRG,1,,1.0,True
1976-04-22,IIHF World Championship,1976,POL,5,FIN,5,,1.0,True
1976-04-23,IIHF World Championship,1976,SWE,3,TCH,5,final,1.0,True
1976-04-23,IIHF World Championship,1976,USA,1,URS,7,final,1.0,True
1976-04-24,IIHF World Championship,1976,FIN,9,GDR,3,,1.0,True
1976-04-24,IIHF World Championship,1976,POL,1,FRG,2,,1.0,True
1976-04-25,IIHF World Championship,1976,SWE,7,USA,3,final,1.0,True
1976-04-25,IIHF World Championship,1976,TCH,3,URS,3,final,1.0,True
1976-09-02,Canada Cup,1976,CAN,11,FIN,2,,1.5,False
1976-09-03,Canada Cup,1976,URS,3,TCH,5,,1.5,False
1976-09-03,Canada Cup,1976,USA,2,SWE,5,,1.5,False
1976-09-05,Canada Cup,1976,FIN,0,TCH,8,,1.5,False
1976-09-05,Canada Cup,1976,SWE,3,URS,3,,1.5,False
1976-09-05,Canada Cup,1976,USA,2,CAN,4,,1.5,False
1976-09-07,Canada Cup,1976,SWE,0,CAN,4,,1.5,False
1976-09-07,Canada Cup,1976,TCH,4,USA,4,,1.5,False
1976-09-07,Canada Cup,1976,URS,11,FIN,3,,1.5,False
1976-09-09,Canada Cup,1976,SWE,6,FIN,8,,1.5,False
1976-09-09,Canada Cup,1976,TCH,1,CAN,0,,1.5,False
1976-09-09,Canada Cup,1976,URS,5,USA,0,,1.5,False
1976-09-11,Canada Cup,1976,CAN,3,URS,1,,1.5,False
1976-09-11,Canada Cup,1976,FIN,3,USA,6,,1.5,False
1976-09-11,Canada Cup,1976,SWE,2,TCH,1,,1.5,False
1976-09-13,Canada Cup,1976,CAN,6,TCH,0,final,1.5,False
1976-09-15,Canada Cup,1976,TCH,4,CAN,5,final,1.5,False
1977-03-10,IIHF World Championship,1977,GDR,7,AUT,1,,1.0,True
1977-03-10,IIHF World Championship,1977,JPN,5,HUN,2,,1.0,True
1977-03-10,IIHF World Championship,1977,NOR,4,YUG,2,,1.0,True
1977-03-10,IIHF World Championship,1977,POL,4,NED,2,,1.0,True
1977-03-11,IIHF World Championship,1977,AUT,4,HUN,7,,1.0,True
1977-03-11,IIHF World Championship,1977,NOR,4,SUI,3,,1.0,True
1977-03-12,IIHF World Championship,1977,DEN,9,GBR,2,,1.0,True
1977-03-12,IIHF World Championship,1977,FRA,12,BEL,3,,1.0,True
1977-03-12,IIHF World Championship,1977,GDR,7,YUG,6,,1.0,True
1977-03-12,IIHF World Championship,1977,ITA,12,ESP,0,,1.0,True
1977-03-12,IIHF World Championship,1977,JPN,8,NED,2,,1.0,True
1977-03-12,IIHF World Championship,1977,POL,5,SUI,2,,1.0,True
1977-03-13,IIHF World Championship,1977,BEL,1,ITA,21,,1.0,True
1977-03-13,IIHF World Championship,1977,ESP,2,BUL,14,,1.0,True
1977-03-13,IIHF World Championship,1977,GBR,3,FRA,6,,1.0,True
1977-03-13,IIHF World Championship,1977,JPN,2,NOR,2,,1.0,True
1977-03-13,IIHF World Championship,1977,NED,2,HUN,8,,1.0,True
1977-03-13,IIHF World Championship,1977,YUG,6,AUT,4,,1.0,True
1977-03-14,IIHF World Championship,1977,DEN,6,BUL,3,,1.0,True
1977-03-14,IIHF World Championship,1977,GDR,9,HUN,2,,1.0,True
1977-03-14,IIHF World Championship,1977,POL,7,NOR,3,,1.0,True
1977-03-14,IIHF World Championship,1977,SUI,10,AUT,3,,1.0,True
1977-03-15,IIHF World Championship,1977,DEN,14,ESP,3,,1.0,True
1977-03-15,IIHF World Championship,1977,FRA,2,ITA,8,,1.0,True
1977-03-15,IIHF World Championship,1977,GBR,6,BEL,5,,1.0,True
1977-03-15,IIHF World Championship,1977,JPN,3,SUI,2,,1.0,True
1977-03-15,IIHF World Championship,1977,POL,1,GDR,7,,1.0,True
1977-03-15,IIHF World Championship,1977,YUG,5,NED,5,,1.0,True
1977-03-16,IIHF World Championship,1977,FRA,4,BUL,6,,1.0,True
1977-03-16,IIHF World Championship,1977,JPN,4,YUG,1,,1.0,True
1977-03-16,IIHF World Championship,1977,NED,4,AUT,3,,1.0,True
1977-03-16,IIHF World Championship,1977,NOR,8,HUN,2,,1.0,True
1977-03-17,IIHF World Championship,1977,BEL,4,BUL,17,,1.0,True
1977-03-17,IIHF World Championship,1977,GBR,1,ITA,15,,1.0,True
1977-03-17,IIHF World Championship,1977,GDR,10,SUI,3,,1.0,True
1977-03-17,IIHF World Championship,1977,NOR,4,AUT,2,,1.0,True
1977-03-17,IIHF World Championship,1977,POL,10,HUN,0,,1.0,True
1977-03-18,IIHF World Championship,1977,DEN,27,BEL,4,,1.0,True
1977-03-18,IIHF World Championship,1977,FRA,12,ESP,1,,1.0,True
1977-03-18,IIHF World Championship,1977,GDR,4,NED,2,,1.0,True
1977-03-18,IIHF World Championship,1977,JPN,2,POL,5,,1.0,True
1977-03-18,IIHF World Championship,1977,SUI,5,YUG,3,,1.0,True
1977-03-19,IIHF World Championship,1977,DEN,3,FRA,1,,1.0,True
1977-03-19,IIHF World Championship,1977,GBR,2,ESP,5,,1.0,True
1977-03-19,IIHF World Championship,1977,ITA,6,BUL,0,,1.0,True
1977-03-19,IIHF World Championship,1977,JPN,6,AUT,2,,1.0,True
1977-03-19,IIHF World Championship,1977,NOR,4,NED,4,,1.0,True
1977-03-19,IIHF World Championship,1977,YUG,1,HUN,3,,1.0,True
1977-03-20,IIHF World Championship,1977,BEL,7,ESP,6,,1.0,True
1977-03-20,IIHF World Championship,1977,DEN,2,ITA,2,,1.0,True
1977-03-20,IIHF World Championship,1977,GBR,3,BUL,7,,1.0,True
1977-03-20,IIHF World Championship,1977,GDR,8,NOR,1,,1.0,True
1977-03-20,IIHF World Championship,1977,POL,3,AUT,0,,1.0,True
1977-03-20,IIHF World Championship,1977,SUI,7,HUN,3,,1.0,True
1977-03-21,IIHF World Championship,1977,JPN,0,GDR,5,,1.0,True
1977-03-21,IIHF World Championship,1977,POL,4,YUG,6,,1.0,True
1977-03-21,IIHF World Championship,1977,SUI,3,NED,2,,1.0,True
1977-04-21,IIHF World Championship,1977,CAN,4,USA,1,,1.0,True
1977-04-21,IIHF World Championship,1977,SWE,8,ROU,1,,1.0,True
1977-04-21,IIHF World Championship,1977,TCH,11,FIN,3,,1.0,True
1977-04-21,IIHF World Championship,1977,URS,10,FRG,0,,1.0,True
1977-04-22,IIHF World Championship,1977,SWE,4,CAN,2,,1.0,True
1977-04-22,IIHF World Championship,1977,TCH,9,FRG,3,,1.0,True
1977-04-22,IIHF World Championship,1977,URS,11,FIN,6,,1.0,True
1977-04-22,IIHF World Championship,1977,USA,7,ROU,2,,1.0,True
1977-04-24,IIHF World Championship,1977,SWE,5,FIN,1,,1.0,True
1977-04-24,IIHF World Championship,1977,TCH,13,ROU,1,,1.0,True
1977-04-24,IIHF World Championship,1977,URS,11,CAN,1,,1.0,True
1977-04-24,IIHF World Championship,1977,USA,3,FRG,3,,1.0,True
1977-04-25,IIHF World Championship,1977,SWE,7,FRG,1,,1.0,True
1977-04-25,IIHF World Championship,1977,URS,18,ROU,1,,1.0,True
1977-04-26,IIHF World Championship,1977,CAN,3,TCH,3,,1.0,True
1977-04-26,IIHF World Championship,1977,FIN,3,USA,2,,1.0,True
1977-04-27,IIHF World Championship,1977,CAN,5,FIN,1,,1.0,True
1977-04-27,IIHF World Championship,1977,FRG,6,ROU,3,,1.0,True
1977-04-28,IIHF World Championship,1977,SWE,9,USA,0,,1.0,True
1977-04-28,IIHF World Championship,1977,URS,6,TCH,1,,1.0,True
1977-04-29,IIHF World Championship,1977,CAN,9,FRG,3,,1.0,True
1977-04-29,IIHF World Championship,1977,FIN,4,ROU,2,,1.0,True
1977-04-30,IIHF World Championship,1977,TCH,3,SWE,1,,1.0,True
1977-04-30,IIHF World Championship,1977,URS,8,USA,2,,1.0,True
1977-05-01,IIHF World Championship,1977,CAN,7,ROU,2,,1.0,True
1977-05-01,IIHF World Championship,1977,FIN,4,FRG,1,,1.0,True
1977-05-02,IIHF World Championship,1977,SWE,5,URS,1,,1.0,True
1977-05-02,IIHF World Championship,1977,TCH,6,USA,3,,1.0,True
1977-05-03,IIHF World Championship,1977,FIN,14,ROU,1,,1.0,True
1977-05-03,IIHF World Championship,1977,USA,4,FRG,1,,1.0,True
1977-05-04,IIHF World Championship,1977,CAN,7,SWE,0,final,1.0,True
1977-05-04,IIHF World Championship,1977,TCH,4,URS,3,final,1.0,True
1977-05-05,IIHF World Championship,1977,FIN,7,FRG,2,,1.0,True
1977-05-05,IIHF World Championship,1977,ROU,5,USA,4,,1.0,True
1977-05-06,IIHF World Championship,1977,TCH,2,SWE,1,final,1.0,True
1977-05-06,IIHF World Championship,1977,URS,8,CAN,1,final,1.0,True
1977-05-07,IIHF World Championship,1977,FRG,3,ROU,2,,1.0,True
1977-05-07,IIHF World Championship,1977,USA,3,FIN,2,,1.0,True
1977-05-08,IIHF World Championship,1977,CAN,8,TCH,2,final,1.0,True
1977-05-08,IIHF World Championship,1977,SWE,3,URS,1,final,1.0,True
1978-03-10,IIHF World Championship,1978,AUT,7,DEN,4,,1.0,True
1978-03-10,IIHF World Championship,1978,CHN,8,FRA,4,,1.0,True
1978-03-10,IIHF World Championship,1978,ESP,2,BUL,7,,1.0,True
1978-03-10,IIHF World Championship,1978,NED,18,BEL,3,,1.0,True
1978-03-12,IIHF World Championship,1978,AUT,9,FRA,7,,1.0,True
1978-03-12,IIHF World Championship,1978,BUL,0,NED,8,,1.0,True
1978-03-12,IIHF World Championship,1978,CHN,3,DEN,2,,1.0,True
1978-03-12,IIHF World Championship,1978,ESP,11,BEL,4,,1.0,True
1978-03-13,IIHF World Championship,1978,AUT,3,BUL,3,,1.0,True
1978-03-13,IIHF World Championship,1978,CHN,12,BEL,1,,1.0,True
1978-03-13,IIHF World Championship,1978,DEN,7,FRA,6,,1.0,True
1978-03-13,IIHF World Championship,1978,ESP,0,NED,19,,1.0,True
1978-03-15,IIHF World Championship,1978,AUT,9,CHN,4,,1.0,True
1978-03-15,IIHF World Championship,1978,BUL,10,BEL,3,,1.0,True
1978-03-15,IIHF World Championship,1978,ESP,2,DEN,10,,1.0,True
1978-03-15,IIHF World Championship,1978,NED,12,FRA,3,,1.0,True
1978-03-16,IIHF World Championship,1978,CHN,2,BUL,4,,1.0,True
1978-03-16,IIHF World Championship,1978,ESP,4,AUT,14,,1.0,True
1978-03-16,IIHF World Championship,1978,FRA,9,BEL,0,,1.0,True
1978-03-16,IIHF World Championship,1978,NED,3,DEN,3,,1.0,True
1978-03-17,IIHF World Championship,1978,ITA,4,JPN,5,,1.0,True
1978-03-17,IIHF World Championship,1978,ROU,6,NOR,4,,1.0,True
1978-03-17,IIHF World Championship,1978,SUI,1,POL,8,,1.0,True
1978-03-17,IIHF World Championship,1978,YUG,2,HUN,4,,1.0,True
1978-03-18,IIHF World Championship,1978,AUT,19,BEL,1,,1.0,True
1978-03-18,IIHF World Championship,1978,CHN,4,NED,6,,1.0,True
1978-03-18,IIHF World Championship,1978,DEN,8,BUL,3,,1.0,True
1978-03-18,IIHF World Championship,1978,ESP,3,FRA,13,,1.0,True
1978-03-18,IIHF World Championship,1978,HUN,4,NOR,3,,1.0,True
1978-03-18,IIHF World Championship,1978,YUG,2,POL,5,,1.0,True
1978-03-19,IIHF World Championship,1978,AUT,4,NED,8,,1.0,True
1978-03-19,IIHF World Championship,1978,BUL,0,FRA,4,,1.0,True
1978-03-19,IIHF World Championship,1978,DEN,22,BEL,1,,1.0,True
1978-03-19,IIHF World Championship,1978,ESP,4,CHN,14,,1.0,True
1978-03-19,IIHF World Championship,1978,JPN,1,SUI,6,,1.0,True
1978-03-19,IIHF World Championship,1978,ROU,5,ITA,5,,1.0,True
1978-03-20,IIHF World Championship,1978,HUN,1,JPN,2,,1.0,True
1978-03-20,IIHF World Championship,1978,NOR,4,POL,9,,1.0,True
1978-03-20,IIHF World Championship,1978,ROU,3,SUI,7,,1.0,True
1978-03-20,IIHF World Championship,1978,YUG,3,ITA,12,,1.0,True
1978-03-21,IIHF World Championship,1978,POL,7,HUN,2,,1.0,True
1978-03-21,IIHF World Championship,1978,YUG,1,NOR,7,,1.0,True
1978-03-22,IIHF World Championship,1978,ITA,4,SUI,7,,1.0,True
1978-03-22,IIHF World Championship,1978,JPN,5,ROU,2,,1.0,True
1978-03-23,IIHF World Championship,1978,HUN,0,ROU,8,,1.0,True
1978-03-23,IIHF World Championship,1978,ITA,2,POL,12,,1.0,True
1978-03-23,IIHF World Championship,1978,SUI,6,NOR,6,,1.0,True
1978-03-23,IIHF World Championship,1978,YUG,1,JPN,6,,1.0,True
1978-03-25,IIHF World Championship,1978,NOR,4,ITA,3,,1.0,True
1978-03-25,IIHF World Championship,1978,POL,2,JPN,2,,1.0,True
1978-03-25,IIHF World Championship,1978,SUI,12,HUN,5,,1.0,True
1978-03-25,IIHF World Championship,1978,YUG,0,ROU,11,,1.0,True
1978-03-26,IIHF World Championship,1978,ITA,2,HUN,5,,1.0,True
1978-03-26,IIHF World Championship,1978,NOR,1,JPN,5,,1.0,True
1978-03-26,IIHF World Championship,1978,POL,8,ROU,6,,1.0,True
1978-03-26,IIHF World Championship,1978,YUG,5,SUI,3,,1.0,True
1978-04-26,IIHF World Championship,1978,SWE,6,FRG,2,,1.0,True
1978-04-26,IIHF World Championship,1978,TCH,8,GDR,0,,1.0,True
1978-04-26,IIHF World Championship,1978,URS,9,USA,5,,1.0,True
1978-04-27,IIHF World Championship,1978,FIN,6,CAN,4,,1.0,True
1978-04-27,IIHF World Championship,1978,SWE,5,USA,1,,1.0,True
1978-04-27,IIHF World Championship,1978,URS,7,FRG,4,,1.0,True
1978-04-28,IIHF World Championship,1978,CAN,6,GDR,2,,1.0,True
1978-04-28,IIHF World Championship,1978,TCH,6,FIN,4,,1.0,True
1978-04-29,IIHF World Championship,1978,SWE,10,GDR,1,,1.0,True
1978-04-29,IIHF World Championship,1978,TCH,8,FRG,2,,1.0,True
1978-04-30,IIHF World Championship,1978,CAN,7,USA,2,,1.0,True
1978-04-30,IIHF World Championship,1978,URS,6,FIN,3,,1.0,True
1978-05-01,IIHF World Championship,1978,CAN,6,FRG,2,,1.0,True
1978-05-01,IIHF World Championship,1978,URS,10,GDR,2,,1.0,True
1978-05-02,IIHF World Championship,1978,SWE,6,FIN,1,,1.0,True
1978-05-02,IIHF World Championship,1978,TCH,8,USA,3,,1.0,True
1978-05-03,IIHF World Championship,1978,FRG,7,USA,4,,1.0,True
1978-05-03,IIHF World Championship,1978,GDR,4,FIN,3,,1.0,True
1978-05-04,IIHF World Championship,1978,TCH,5,CAN,0,,1.0,True
1978-05-04,IIHF World Championship,1978,URS,6,SWE,1,,1.0,True
1978-05-05,IIHF World Championship,1978,FRG,5,FIN,3,,1.0,True
1978-05-05,IIHF World Championship,1978,USA,7,GDR,3,,1.0,True
1978-05-06,IIHF World Championship,1978,CAN,7,SWE,5,,1.0,True
1978-05-06,IIHF World Championship,1978,TCH,6,URS,4,,1.0,True
1978-05-07,IIHF World Championship,1978,FIN,3,USA,3,,1.0,True
1978-05-07,IIHF World Championship,1978,GDR,1,FRG,1,,1.0,True
1978-05-08,IIHF World Championship,1978,TCH,3,SWE,2,,1.0,True
1978-05-08,IIHF World Championship,1978,URS,4,CAN,2,,1.0,True
1978-05-09,IIHF World Championship,1978,FIN,4,FRG,4,,1.0,True
1978-05-09,IIHF World Championship,1978,USA,5,GDR,5,,1.0,True
1978-05-10,IIHF World Championship,1978,TCH,6,SWE,1,final,1.0,True
1978-05-10,IIHF World Championship,1978,URS,5,CAN,1,final,1.0,True
1978-05-11,IIHF World Championship,1978,FRG,0,GDR,0,,1.0,True
1978-05-11,IIHF World Championship,1978,USA,4,FIN,3,,1.0,True
1978-05-12,IIHF World Championship,1978,TCH,3,CAN,2,final,1.0,True
1978-05-12,IIHF World Championship,1978,URS,7,SWE,1,final,1.0,True
1978-05-13,IIHF World Championship,1978,FIN,7,GDR,2,,1.0,True
1978-05-13,IIHF World Championship,1978,FRG,8,USA,4,,1.0,True
1978-05-14,IIHF World Championship,1978,CAN,3,SWE,2,final,1.0,True
1978-05-14,IIHF World Championship,1978,URS,3,TCH,1,final,1.0,True
1979-03-16,IIHF World Championship,1979,AUS,0,YUG,10,,1.0,True
1979-03-16,IIHF World Championship,1979,BUL,0,FRA,3,,1.0,True
1979-03-16,IIHF World Championship,1979,ESP,7,KOR,1,,1.0,True
1979-03-16,IIHF World Championship,1979,GBR,0,ITA,12,,1.0,True
1979-03-16,IIHF World Championship,1979,HUN,2,GDR,10,,1.0,True
1979-03-16,IIHF World Championship,1979,JPN,5,NED,6,,1.0,True
1979-03-16,IIHF World Championship,1979,NOR,5,SUI,1,,1.0,True
1979-03-16,IIHF World Championship,1979,ROU,7,AUT,7,,1.0,True
1979-03-17,IIHF World Championship,1979,AUS,4,ITA,12,,1.0,True
1979-03-17,IIHF World Championship,1979,AUT,4,HUN,3,,1.0,True
1979-03-17,IIHF World Championship,1979,CHN,4,SUI,6,,1.0,True
1979-03-17,IIHF World Championship,1979,DEN,1,GDR,9,,1.0,True
1979-03-17,IIHF World Championship,1979,FRA,5,YUG,7,,1.0,True
1979-03-17,IIHF World Championship,1979,NED,8,NOR,1,,1.0,True
1979-03-18,IIHF World Championship,1979,BUL,5,ESP,4,,1.0,True
1979-03-18,IIHF World Championship,1979,JPN,9,CHN,3,,1.0,True
1979-03-18,IIHF World Championship,1979,KOR,9,GBR,6,,1.0,True
1979-03-18,IIHF World Championship,1979,ROU,4,DEN,1,,1.0,True
1979-03-19,IIHF World Championship,1979,AUT,0,GDR,7,,1.0,True
1979-03-19,IIHF World Championship,1979,ESP,1,ITA,10,,1.0,True
1979-03-19,IIHF World Championship,1979,FRA,9,AUS,3,,1.0,True
1979-03-19,IIHF World Championship,1979,GBR,2,BUL,4,,1.0,True
1979-03-19,IIHF World Championship,1979,JPN,3,NOR,4,,1.0,True
1979-03-19,IIHF World Championship,1979,NED,5,SUI,2,,1.0,True
1979-03-19,IIHF World Championship,1979,ROU,8,HUN,4,,1.0,True
1979-03-19,IIHF World Championship,1979,YUG,18,KOR,0,,1.0,True
1979-03-20,IIHF World Championship,1979,AUS,3,GBR,5,,1.0,True
1979-03-20,IIHF World Championship,1979,HUN,1,DEN,3,,1.0,True
1979-03-20,IIHF World Championship,1979,ITA,11,KOR,0,,1.0,True
1979-03-20,IIHF World Championship,1979,NOR,6,CHN,1,,1.0,True
1979-03-21,IIHF World Championship,1979,AUT,4,DEN,3,,1.0,True
1979-03-21,IIHF World Championship,1979,BUL,1,YUG,7,,1.0,True
1979-03-21,IIHF World Championship,1979,FRA,8,ESP,2,,1.0,True
1979-03-21,IIHF World Championship,1979,JPN,3,SUI,4,,1.0,True
1979-03-21,IIHF World Championship,1979,NED,10,CHN,0,,1.0,True
1979-03-21,IIHF World Championship,1979,ROU,3,GDR,4,,1.0,True
1979-03-22,IIHF World Championship,1979,GBR,3,FRA,15,,1.0,True
1979-03-22,IIHF World Championship,1979,ITA,8,BUL,4,,1.0,True
1979-03-22,IIHF World Championship,1979,KOR,0,AUS,0,,1.0,True
1979-03-22,IIHF World Championship,1979,YUG,16,ESP,1,,1.0,True
1979-03-23,IIHF World Championship,1979,AUT,2,JPN,3,,1.0,True
1979-03-23,IIHF World Championship,1979,DEN,1,SUI,3,,1.0,True
1979-03-23,IIHF World Championship,1979,GDR,9,NOR,2,final,1.0,True
1979-03-23,IIHF World Championship,1979,ROU,2,NED,3,final,1.0,True
1979-03-24,IIHF World Championship,1979,AUS,1,BUL,11,,1.0,True
1979-03-24,IIHF World Championship,1979,AUT,2,SUI,7,,1.0,True
1979-03-24,IIHF World Championship,1979,DEN,4,JPN,11,,1.0,True
1979-03-24,IIHF World Championship,1979,ESP,4,GBR,6,,1.0,True
1979-03-24,IIHF World Championship,1979,GDR,3,NED,4,final,1.0,True
1979-03-24,IIHF World Championship,1979,KOR,3,FRA,15,,1.0,True
