date,tournament,season,road_team,road_runs,home_team,home_runs,round,tier,neutral
1997-03-25,IIHF World Championship,1997,UKR,3,SVN,2,,1.0,True
1997-03-27,IIHF World Championship,1997,EST,1,UKR,2,final,1.0,True
1997-03-27,IIHF World Championship,1997,HUN,7,CHN,3,,1.0,True
1997-03-27,IIHF World Championship,1997,JPN,1,SVN,4,final,1.0,True
1997-03-27,IIHF World Championship,1997,ROU,7,LTU,3,,1.0,True
1997-03-28,IIHF World Championship,1997,CHN,6,LTU,3,,1.0,True
1997-03-28,IIHF World Championship,1997,EST,3,SVN,3,final,1.0,True
1997-03-28,IIHF World Championship,1997,HUN,0,ROU,2,,1.0,True
1997-03-28,IIHF World Championship,1997,JPN,2,UKR,2,final,1.0,True
1997-04-07,IIHF World Championship,1997,AUS,2,CRO,7,,1.0,True
1997-04-07,IIHF World Championship,1997,ESP,4,BUL,5,,1.0,True
1997-04-08,IIHF World Championship,1997,BEL,1,KOR,4,,1.0,True
1997-04-08,IIHF World Championship,1997,ISR,3,FR YUGOSLAVIA,4,,1.0,True
1997-04-10,IIHF World Championship,1997,BEL,4,AUS,2,,1.0,True
1997-04-10,IIHF World Championship,1997,BUL,2,FR YUGOSLAVIA,2,,1.0,True
1997-04-10,IIHF World Championship,1997,CRO,2,KOR,0,,1.0,True
1997-04-10,IIHF World Championship,1997,ESP,7,ISR,3,,1.0,True
1997-04-11,IIHF World Championship,1997,AUS,5,KOR,8,,1.0,True
1997-04-11,IIHF World Championship,1997,BEL,2,CRO,1,,1.0,True
1997-04-11,IIHF World Championship,1997,BUL,3,ISR,4,,1.0,True
1997-04-11,IIHF World Championship,1997,ESP,6,FR YUGOSLAVIA,5,,1.0,True
1997-04-12,IIHF World Championship,1997,BLR,9,DEN,3,,1.0,True
1997-04-12,IIHF World Championship,1997,KAZ,5,AUT,3,,1.0,True
1997-04-12,IIHF World Championship,1997,POL,4,GBR,3,,1.0,True
1997-04-12,IIHF World Championship,1997,SUI,8,NED,3,,1.0,True
1997-04-13,IIHF World Championship,1997,AUT,2,NED,2,,1.0,True
1997-04-13,IIHF World Championship,1997,BEL,3,ISR,5,,1.0,True
1997-04-13,IIHF World Championship,1997,BUL,3,AUS,3,,1.0,True
1997-04-13,IIHF World Championship,1997,ESP,3,CRO,4,final,1.0,True
1997-04-13,IIHF World Championship,1997,FR YUGOSLAVIA,0,KOR,5,final,1.0,True
1997-04-13,IIHF World Championship,1997,KAZ,4,GBR,2,,1.0,True
1997-04-13,IIHF World Championship,1997,POL,2,BLR,7,,1.0,True
1997-04-13,IIHF World Championship,1997,SUI,6,DEN,4,,1.0,True
1997-04-14,IIHF World Championship,1997,BEL,2,BUL,4,,1.0,True
1997-04-14,IIHF World Championship,1997,CRO,2,FR YUGOSLAVIA,2,final,1.0,True
1997-04-14,IIHF World Championship,1997,ESP,1,KOR,2,final,1.0,True
1997-04-14,IIHF World Championship,1997,ISR,3,AUS,8,,1.0,True
1997-04-15,IIHF World Championship,1997,AUT,3,DEN,1,,1.0,True
1997-04-15,IIHF World Championship,1997,BLR,4,KAZ,3,,1.0,True
1997-04-15,IIHF World Championship,1997,GBR,8,NED,2,,1.0,True
1997-04-15,IIHF World Championship,1997,POL,0,SUI,0,,1.0,True
1997-04-16,IIHF World Championship,1997,BLR,10,NED,2,,1.0,True
1997-04-16,IIHF World Championship,1997,GBR,9,DEN,1,,1.0,True
1997-04-16,IIHF World Championship,1997,KAZ,5,SUI,2,,1.0,True
1997-04-16,IIHF World Championship,1997,POL,4,AUT,6,,1.0,True
1997-04-18,IIHF World Championship,1997,AUT,2,GBR,2,,1.0,True
1997-04-18,IIHF World Championship,1997,NED,6,DEN,4,,1.0,True
1997-04-18,IIHF World Championship,1997,POL,3,KAZ,3,,1.0,True
1997-04-18,IIHF World Championship,1997,SUI,5,BLR,6,,1.0,True
1997-04-20,IIHF World Championship,1997,BLR,6,AUT,4,,1.0,True
1997-04-20,IIHF World Championship,1997,KAZ,6,DEN,4,,1.0,True
1997-04-20,IIHF World Championship,1997,POL,1,NED,3,,1.0,True
1997-04-20,IIHF World Championship,1997,SUI,3,GBR,2,,1.0,True
1997-04-21,IIHF World Championship,1997,BLR,6,GBR,2,,1.0,True
1997-04-21,IIHF World Championship,1997,KAZ,5,NED,3,,1.0,True
1997-04-21,IIHF World Championship,1997,POL,5,DEN,2,,1.0,True
1997-04-21,IIHF World Championship,1997,SUI,2,AUT,2,,1.0,True
1997-04-26,IIHF World Championship,1997,CAN,7,NOR,0,,1.0,True
1997-04-26,IIHF World Championship,1997,CZE,2,GER,1,,1.0,True
1997-04-26,IIHF World Championship,1997,FIN,6,FRA,1,,1.0,True
1997-04-26,IIHF World Championship,1997,SWE,5,ITA,3,,1.0,True
1997-04-27,IIHF World Championship,1997,FIN,1,CZE,2,,1.0,True
1997-04-27,IIHF World Championship,1997,RUS,2,SVK,2,,1.0,True
1997-04-27,IIHF World Championship,1997,SWE,7,CAN,2,,1.0,True
1997-04-27,IIHF World Championship,1997,USA,5,LAT,4,,1.0,True
1997-04-28,IIHF World Championship,1997,GER,1,RUS,5,,1.0,True
1997-04-28,IIHF World Championship,1997,ITA,5,LAT,4,,1.0,True
1997-04-28,IIHF World Championship,1997,NOR,1,USA,3,,1.0,True
1997-04-28,IIHF World Championship,1997,SVK,5,FRA,3,,1.0,True
1997-04-29,IIHF World Championship,1997,FIN,6,GER,0,,1.0,True
1997-04-29,IIHF World Championship,1997,SWE,4,NOR,1,,1.0,True
1997-04-30,IIHF World Championship,1997,CAN,3,LAT,3,,1.0,True
1997-04-30,IIHF World Championship,1997,CZE,3,SVK,1,,1.0,True
1997-04-30,IIHF World Championship,1997,RUS,5,FRA,4,,1.0,True
1997-04-30,IIHF World Championship,1997,USA,4,ITA,2,,1.0,True
1997-05-01,IIHF World Championship,1997,CAN,5,USA,1,,1.0,True
1997-05-01,IIHF World Championship,1997,CZE,2,RUS,3,,1.0,True
1997-05-02,IIHF World Championship,1997,FIN,5,SVK,2,,1.0,True
1997-05-02,IIHF World Championship,1997,FRA,2,GER,1,,1.0,True
1997-05-02,IIHF World Championship,1997,ITA,2,NOR,2,,1.0,True
1997-05-02,IIHF World Championship,1997,SWE,1,LAT,1,,1.0,True
1997-05-03,IIHF World Championship,1997,FIN,7,RUS,4,,1.0,True
1997-05-03,IIHF World Championship,1997,FRA,3,CZE,9,,1.0,True
1997-05-03,IIHF World Championship,1997,ITA,0,CAN,6,,1.0,True
1997-05-03,IIHF World Championship,1997,LAT,6,NOR,3,,1.0,True
1997-05-03,IIHF World Championship,1997,SVK,0,GER,1,,1.0,True
1997-05-03,IIHF World Championship,1997,USA,1,SWE,3,,1.0,True
1997-05-05,IIHF World Championship,1997,CZE,3,USA,4,,1.0,True
1997-05-05,IIHF World Championship,1997,SWE,1,RUS,4,,1.0,True
1997-05-06,IIHF World Championship,1997,FIN,0,CAN,1,,1.0,True
1997-05-06,IIHF World Championship,1997,LAT,8,GER,0,,1.0,True
1997-05-06,IIHF World Championship,1997,RUS,1,USA,1,,1.0,True
1997-05-06,IIHF World Championship,1997,SVK,2,NOR,1,,1.0,True
1997-05-07,IIHF World Championship,1997,CAN,3,CZE,5,,1.0,True
1997-05-07,IIHF World Championship,1997,FIN,2,SWE,5,,1.0,True
1997-05-07,IIHF World Championship,1997,ITA,5,GER,2,,1.0,True
1997-05-07,IIHF World Championship,1997,NOR,3,FRA,4,,1.0,True
1997-05-08,IIHF World Championship,1997,CZE,0,SWE,1,,1.0,True
1997-05-08,IIHF World Championship,1997,ITA,3,SVK,4,,1.0,True
1997-05-08,IIHF World Championship,1997,LAT,6,FRA,2,,1.0,True
1997-05-09,IIHF World Championship,1997,CAN,2,RUS,1,,1.0,True
1997-05-09,IIHF World Championship,1997,GER,4,NOR,2,,1.0,True
1997-05-09,IIHF World Championship,1997,USA,0,FIN,2,,1.0,True
1997-05-10,IIHF World Championship,1997,CZE,4,RUS,3,bronze,1.0,True
1997-05-10,IIHF World Championship,1997,FRA,1,ITA,8,,1.0,True
1997-05-10,IIHF World Championship,1997,SVK,4,LAT,5,,1.0,True
1997-05-11,IIHF World Championship,1997,SWE,3,CAN,2,final,1.0,True
1997-05-13,IIHF World Championship,1997,SWE,1,CAN,3,final,1.0,True
1997-05-14,IIHF World Championship,1997,CAN,2,SWE,1,final,1.0,True
1997-11-06,IIHF World Championship,1998,AUT,1,NOR,3,,1.0,True
1997-11-06,IIHF World Championship,1998,KAZ,6,POL,1,,1.0,True
1997-11-08,IIHF World Championship,1998,AUT,4,KAZ,2,,1.0,True
1997-11-08,IIHF World Championship,1998,NOR,3,POL,0,,1.0,True
1997-11-09,IIHF World Championship,1998,AUT,4,POL,0,,1.0,True
1997-11-09,IIHF World Championship,1998,KAZ,4,NOR,2,,1.0,True
1998-02-07,Olympics,1998,AUT,2,SVK,2,,1.5,True
1998-02-07,Olympics,1998,FRA,0,BLR,4,,1.5,True
1998-02-07,Olympics,1998,GER,3,JPN,1,,1.5,True
1998-02-07,Olympics,1998,ITA,3,KAZ,5,,1.5,True
1998-02-08,Olympics,1998,AUT,5,KAZ,5,,1.5,True
1998-02-08,Olympics,1998,SVK,4,ITA,3,,1.5,True
1998-02-09,Olympics,1998,GER,2,BLR,8,,1.5,True
1998-02-09,Olympics,1998,JPN,2,FRA,5,,1.5,True
1998-02-10,Olympics,1998,FRA,0,GER,2,,1.5,True
1998-02-10,Olympics,1998,ITA,5,AUT,2,,1.5,True
1998-02-10,Olympics,1998,JPN,2,BLR,2,,1.5,True
1998-02-10,Olympics,1998,SVK,3,KAZ,4,,1.5,True
1998-02-12,Olympics,1998,FRA,5,ITA,1,,1.5,True
1998-02-12,Olympics,1998,GER,4,SVK,2,,1.5,True
1998-02-12,Olympics,1998,JPN,4,AUT,3,,1.5,True
1998-02-13,Olympics,1998,CAN,5,BLR,0,,1.5,True
1998-02-13,Olympics,1998,CZE,3,FIN,0,,1.5,True
1998-02-13,Olympics,1998,RUS,9,KAZ,2,,1.5,True
1998-02-13,Olympics,1998,SWE,4,USA,2,,1.5,True
1998-02-14,Olympics,1998,SWE,2,CAN,3,,1.5,True
1998-02-14,Olympics,1998,USA,5,BLR,2,,1.5,True
1998-02-15,Olympics,1998,CZE,8,KAZ,2,,1.5,True
1998-02-15,Olympics,1998,RUS,4,FIN,3,,1.5,True
1998-02-16,Olympics,1998,CAN,4,USA,1,,1.5,True
1998-02-16,Olympics,1998,CZE,1,RUS,2,,1.5,True
1998-02-16,Olympics,1998,FIN,8,KAZ,2,,1.5,True
1998-02-16,Olympics,1998,SWE,5,BLR,2,,1.5,True
1998-02-18,Olympics,1998,CAN,4,KAZ,1,,1.5,True
1998-02-18,Olympics,1998,CZE,4,USA,1,,1.5,True
1998-02-18,Olympics,1998,RUS,4,BLR,1,,1.5,True
1998-02-18,Olympics,1998,SWE,1,FIN,2,,1.5,True
1998-02-20,Olympics,1998,CAN,1,CZE,2,semifinal,1.5,True
1998-02-20,Olympics,1998,RUS,7,FIN,4,semifinal,1.5,True
1998-02-21,Olympics,1998,CAN,2,FIN,3,bronze,1.5,True
1998-02-22,Olympics,1998,RUS,0,CZE,1,final,1.5,True
1998-05-01,IIHF World Championship,1998,BLR,4,GER,2,,1.0,True
1998-05-01,IIHF World Championship,1998,CAN,5,AUT,1,,1.0,True
1998-05-01,IIHF World Championship,1998,CZE,8,JPN,2,,1.0,True
1998-05-01,IIHF World Championship,1998,ITA,1,SVK,2,,1.0,True
1998-05-02,IIHF World Championship,1998,FIN,6,LAT,0,,1.0,True
1998-05-02,IIHF World Championship,1998,RUS,8,KAZ,4,,1.0,True
1998-05-02,IIHF World Championship,1998,SWE,6,FRA,1,,1.0,True
1998-05-02,IIHF World Championship,1998,USA,5,SUI,2,,1.0,True
1998-05-03,IIHF World Championship,1998,BLR,2,CZE,4,,1.0,True
1998-05-03,IIHF World Championship,1998,GER,5,JPN,1,,1.0,True
1998-05-03,IIHF World Championship,1998,ITA,5,AUT,1,,1.0,True
1998-05-03,IIHF World Championship,1998,SVK,2,CAN,2,,1.0,True
1998-05-04,IIHF World Championship,1998,FIN,4,KAZ,0,,1.0,True
1998-05-04,IIHF World Championship,1998,FRA,3,USA,1,,1.0,True
1998-05-04,IIHF World Championship,1998,LAT,5,RUS,7,,1.0,True
1998-05-04,IIHF World Championship,1998,SWE,4,SUI,2,,1.0,True
1998-05-05,IIHF World Championship,1998,AUT,1,SVK,5,,1.0,True
1998-05-05,IIHF World Championship,1998,CAN,5,ITA,2,,1.0,True
1998-05-05,IIHF World Championship,1998,CZE,8,GER,1,,1.0,True
1998-05-05,IIHF World Championship,1998,JPN,4,BLR,6,,1.0,True
1998-05-06,IIHF World Championship,1998,KAZ,2,LAT,7,,1.0,True
1998-05-06,IIHF World Championship,1998,RUS,4,FIN,2,,1.0,True
1998-05-06,IIHF World Championship,1998,SUI,5,FRA,1,,1.0,True
1998-05-06,IIHF World Championship,1998,USA,1,SWE,6,,1.0,True
1998-05-07,IIHF World Championship,1998,BLR,2,CAN,6,,1.0,True
1998-05-07,IIHF World Championship,1998,RUS,2,SUI,4,,1.0,True
1998-05-07,IIHF World Championship,1998,SVK,0,CZE,1,,1.0,True
1998-05-07,IIHF World Championship,1998,SWE,1,FIN,0,,1.0,True
1998-05-08,IIHF World Championship,1998,ITA,1,LAT,1,,1.0,True
1998-05-08,IIHF World Championship,1998,USA,1,GER,1,,1.0,True
1998-05-09,IIHF World Championship,1998,CAN,3,FIN,3,,1.0,True
1998-05-09,IIHF World Championship,1998,CZE,3,SUI,1,,1.0,True
1998-05-09,IIHF World Championship,1998,RUS,6,SVK,1,,1.0,True
1998-05-09,IIHF World Championship,1998,SWE,2,BLR,1,,1.0,True
1998-05-10,IIHF World Championship,1998,CAN,1,SWE,7,,1.0,True
1998-05-10,IIHF World Championship,1998,CZE,2,RUS,2,,1.0,True
1998-05-10,IIHF World Championship,1998,FIN,5,BLR,2,,1.0,True
1998-05-10,IIHF World Championship,1998,GER,0,LAT,5,,1.0,True
1998-05-10,IIHF World Championship,1998,ITA,4,USA,0,,1.0,True
1998-05-10,IIHF World Championship,1998,SUI,1,SVK,1,,1.0,True
1998-05-11,IIHF World Championship,1998,GER,4,ITA,4,,1.0,True
1998-05-11,IIHF World Championship,1998,LAT,3,USA,2,,1.0,True
1998-05-12,IIHF World Championship,1998,CZE,1,FIN,4,semifinal,1.0,True
1998-05-12,IIHF World Championship,1998,SWE,4,SUI,1,semifinal,1.0,True
1998-05-14,IIHF World Championship,1998,FIN,2,CZE,2,semifinal,1.0,True
1998-05-14,IIHF World Championship,1998,SUI,2,SWE,7,semifinal,1.0,True
1998-05-15,IIHF World Championship,1998,CZE,4,SUI,0,bronze,1.0,True
1998-05-16,IIHF World Championship,1998,FIN,0,SWE,1,final,1.0,True
1998-05-17,IIHF World Championship,1998,SWE,0,FIN,0,final,1.0,True
1998-09-04,IIHF World Championship,1999,JPN,15,CHN,2,,1.0,True
1998-09-05,IIHF World Championship,1999,KOR,1,CHN,0,,1.0,True
1998-09-06,IIHF World Championship,1999,JPN,9,KOR,2,,1.0,True
1998-11-05,IIHF World Championship,1999,AUT,6,EST,2,,1.0,True
1998-11-05,IIHF World Championship,1999,SVN,1,GER,1,,1.0,True
1998-11-05,IIHF World Championship,1999,UKR,4,FRA,1,,1.0,True
1998-11-05,IIHF World Championship,1999,USA,3,KAZ,0,,1.0,True
1998-11-07,IIHF World Championship,1999,AUT,6,KAZ,2,,1.0,True
1998-11-07,IIHF World Championship,1999,GER,1,UKR,2,,1.0,True
1998-11-07,IIHF World Championship,1999,SVN,2,FRA,5,,1.0,True
1998-11-07,IIHF World Championship,1999,USA,7,EST,1,,1.0,True
1998-11-08,IIHF World Championship,1999,AUT,0,USA,2,,1.0,True
1998-11-08,IIHF World Championship,1999,FRA,3,GER,1,,1.0,True
1998-11-08,IIHF World Championship,1999,KAZ,8,EST,0,,1.0,True
1998-11-08,IIHF World Championship,1999,SVN,2,UKR,2,,1.0,True
1999-05-01,IIHF World Championship,1999,CAN,3,SVK,2,,1.0,True
1999-05-01,IIHF World Championship,1999,NOR,5,ITA,2,,1.0,True
1999-05-01,IIHF World Championship,1999,SUI,5,LAT,3,,1.0,True
1999-05-01,IIHF World Championship,1999,SWE,4,FRA,1,,1.0,True
1999-05-02,IIHF World Championship,1999,CZE,7,AUT,0,,1.0,True
1999-05-02,IIHF World Championship,1999,FIN,3,UKR,1,,1.0,True
1999-05-02,IIHF World Championship,1999,RUS,2,BLR,2,,1.0,True
1999-05-02,IIHF World Championship,1999,USA,7,JPN,1,,1.0,True
1999-05-03,IIHF World Championship,1999,LAT,8,FRA,5,,1.0,True
1999-05-03,IIHF World Championship,1999,NOR,2,CAN,4,,1.0,True
1999-05-03,IIHF World Championship,1999,SVK,7,ITA,4,,1.0,True
1999-05-03,IIHF World Championship,1999,SWE,6,SUI,1,,1.0,True
1999-05-04,IIHF World Championship,1999,BLR,1,FIN,4,,1.0,True
1999-05-04,IIHF World Championship,1999,CZE,12,JPN,2,,1.0,True
1999-05-04,IIHF World Championship,1999,RUS,4,UKR,1,,1.0,True
1999-05-04,IIHF World Championship,1999,USA,5,AUT,2,,1.0,True
1999-05-05,IIHF World Championship,1999,CAN,5,ITA,2,,1.0,True
1999-05-05,IIHF World Championship,1999,NOR,2,SVK,8,,1.0,True
1999-05-05,IIHF World Championship,1999,SUI,6,FRA,0,,1.0,True
1999-05-05,IIHF World Championship,1999,SWE,4,LAT,3,,1.0,True
1999-05-06,IIHF World Championship,1999,AUT,4,JPN,2,,1.0,True
1999-05-06,IIHF World Championship,1999,BLR,6,UKR,1,,1.0,True
1999-05-06,IIHF World Championship,1999,CZE,4,USA,3,,1.0,True
1999-05-06,IIHF World Championship,1999,RUS,3,FIN,3,,1.0,True
1999-05-07,IIHF World Championship,1999,CAN,8,SUI,2,,1.0,True
1999-05-07,IIHF World Championship,1999,FIN,4,USA,3,,1.0,True
1999-05-07,IIHF World Championship,1999,RUS,6,CZE,1,,1.0,True
1999-05-07,IIHF World Championship,1999,SWE,2,SVK,1,,1.0,True
1999-05-08,IIHF World Championship,1999,AUT,5,LAT,2,,1.0,True
1999-05-08,IIHF World Championship,1999,CAN,4,USA,1,,1.0,True
1999-05-08,IIHF World Championship,1999,CZE,8,SVK,2,,1.0,True
1999-05-08,IIHF World Championship,1999,FIN,5,SUI,1,,1.0,True
1999-05-08,IIHF World Championship,1999,NOR,0,BLR,2,,1.0,True
1999-05-08,IIHF World Championship,1999,SWE,4,RUS,1,,1.0,True
1999-05-09,IIHF World Championship,1999,BLR,3,AUT,2,,1.0,True
1999-05-09,IIHF World Championship,1999,NOR,1,LAT,7,,1.0,True
1999-05-10,IIHF World Championship,1999,FIN,4,CAN,2,,1.0,True
1999-05-10,IIHF World Championship,1999,RUS,2,SVK,2,,1.0,True
1999-05-10,IIHF World Championship,1999,SWE,0,CZE,2,,1.0,True
1999-05-10,IIHF World Championship,1999,USA,3,SUI,0,,1.0,True
1999-05-11,IIHF World Championship,1999,LAT,1,BLR,2,,1.0,True
1999-05-11,IIHF World Championship,1999,NOR,0,AUT,3,,1.0,True
1999-05-12,IIHF World Championship,1999,CZE,1,CAN,2,semifinal,1.0,True
1999-05-12,IIHF World Championship,1999,FIN,3,SWE,1,semifinal,1.0,True
1999-05-13,IIHF World Championship,1999,CAN,4,CZE,6,semifinal,1.0,True
1999-05-13,IIHF World Championship,1999,SWE,2,FIN,1,semifinal,1.0,True
1999-05-15,IIHF World Championship,1999,FIN,1,CZE,3,final,1.0,True
1999-05-15,IIHF World Championship,1999,SWE,3,CAN,2,bronze,1.0,True
1999-05-16,IIHF World Championship,1999,CZE,1,FIN,4,final,1.0,True
1999-09-03,IIHF World Championship,2000,CHN,4,KOR,2,,1.0,True
1999-09-04,IIHF World Championship,2000,JPN,9,KOR,0,,1.0,True
1999-09-05,IIHF World Championship,2000,JPN,5,CHN,0,,1.0,True
1999-11-11,IIHF World Championship,2000,FRA,3,NOR,3,,1.0,True
1999-11-11,IIHF World Championship,2000,GBR,2,UKR,2,,1.0,True
1999-11-11,IIHF World Championship,2000,ITA,3,DEN,5,,1.0,True
1999-11-11,IIHF World Championship,2000,LAT,6,KAZ,3,,1.0,True
1999-11-13,IIHF World Championship,2000,FRA,6,DEN,3,,1.0,True
1999-11-13,IIHF World Championship,2000,GBR,0,LAT,0,,1.0,True
1999-11-13,IIHF World Championship,2000,ITA,4,NOR,1,,1.0,True
1999-11-13,IIHF World Championship,2000,UKR,3,KAZ,2,,1.0,True
1999-11-14,IIHF World Championship,2000,DEN,1,NOR,3,,1.0,True
1999-11-14,IIHF World Championship,2000,FRA,1,ITA,4,,1.0,True
1999-11-14,IIHF World Championship,2000,GBR,1,KAZ,1,,1.0,True
1999-11-14,IIHF World Championship,2000,LAT,0,UKR,0,,1.0,True
1999-12-14,IIHF World Championship,2000,GBR,1,NOR,2,,1.0,True
2000-04-29,IIHF World Championship,2000,CAN,6,JPN,0,,1.0,True
2000-04-29,IIHF World Championship,2000,NOR,0,CZE,4,,1.0,True
2000-04-29,IIHF World Championship,2000,RUS,8,FRA,1,,1.0,True
2000-04-29,IIHF World Championship,2000,USA,3,SUI,3,,1.0,True
2000-04-30,IIHF World Championship,2000,BLR,7,UKR,3,,1.0,True
2000-04-30,IIHF World Championship,2000,ITA,0,FIN,6,,1.0,True
2000-04-30,IIHF World Championship,2000,LAT,1,SWE,3,,1.0,True
2000-04-30,IIHF World Championship,2000,SVK,2,AUT,0,,1.0,True
2000-05-01,IIHF World Championship,2000,CAN,3,NOR,4,,1.0,True
2000-05-01,IIHF World Championship,2000,CZE,6,JPN,3,,1.0,True
2000-05-01,IIHF World Championship,2000,RUS,0,USA,3,,1.0,True
2000-05-01,IIHF World Championship,2000,SUI,2,FRA,4,,1.0,True
2000-05-02,IIHF World Championship,2000,BLR,3,LAT,6,,1.0,True
2000-05-02,IIHF World Championship,2000,FIN,3,AUT,3,,1.0,True
2000-05-02,IIHF World Championship,2000,SVK,6,ITA,2,,1.0,True
2000-05-02,IIHF World Championship,2000,SWE,7,UKR,2,,1.0,True
2000-05-03,IIHF World Championship,2000,CZE,2,CAN,1,,1.0,True
2000-05-03,IIHF World Championship,2000,FRA,2,USA,3,,1.0,True
2000-05-03,IIHF World Championship,2000,JPN,0,NOR,9,,1.0,True
2000-05-03,IIHF World Championship,2000,SUI,3,RUS,2,,1.0,True
2000-05-04,IIHF World Championship,2000,AUT,0,ITA,3,,1.0,True
2000-05-04,IIHF World Championship,2000,FIN,2,SVK,2,,1.0,True
2000-05-04,IIHF World Championship,2000,SWE,7,BLR,0,,1.0,True
2000-05-04,IIHF World Championship,2000,UKR,1,LAT,2,,1.0,True
2000-05-05,IIHF World Championship,2000,CZE,9,ITA,2,,1.0,True
2000-05-05,IIHF World Championship,2000,FIN,1,CAN,5,,1.0,True
2000-05-05,IIHF World Championship,2000,LAT,3,RUS,2,,1.0,True
2000-05-05,IIHF World Championship,2000,USA,1,BLR,0,,1.0,True
2000-05-06,IIHF World Championship,2000,FRA,3,AUT,3,,1.0,True
2000-05-06,IIHF World Championship,2000,SVK,9,NOR,1,,1.0,True
2000-05-06,IIHF World Championship,2000,SWE,1,SUI,1,,1.0,True
2000-05-06,IIHF World Championship,2000,UKR,4,JPN,0,,1.0,True
2000-05-07,IIHF World Championship,2000,AUT,5,JPN,3,,1.0,True
2000-05-07,IIHF World Championship,2000,CAN,6,ITA,0,,1.0,True
2000-05-07,IIHF World Championship,2000,CZE,4,FIN,6,,1.0,True
2000-05-07,IIHF World Championship,2000,FRA,2,UKR,3,,1.0,True
2000-05-07,IIHF World Championship,2000,RUS,0,BLR,1,,1.0,True
2000-05-07,IIHF World Championship,2000,USA,1,LAT,1,,1.0,True
2000-05-08,IIHF World Championship,2000,CZE,6,SVK,2,,1.0,True
2000-05-08,IIHF World Championship,2000,LAT,1,SUI,4,,1.0,True
2000-05-08,IIHF World Championship,2000,NOR,4,FIN,7,,1.0,True
2000-05-08,IIHF World Championship,2000,SWE,3,USA,5,,1.0,True
2000-05-09,IIHF World Championship,2000,AUT,3,UKR,2,,1.0,True
2000-05-09,IIHF World Championship,2000,FRA,7,JPN,2,,1.0,True
2000-05-09,IIHF World Championship,2000,NOR,1,ITA,1,,1.0,True
2000-05-09,IIHF World Championship,2000,SUI,3,BLR,5,,1.0,True
2000-05-09,IIHF World Championship,2000,SVK,3,CAN,4,,1.0,True
2000-05-09,IIHF World Championship,2000,SWE,2,RUS,4,,1.0,True
2000-05-11,IIHF World Championship,2000,CZE,3,LAT,1,,1.0,True
2000-05-11,IIHF World Championship,2000,FIN,2,SWE,1,,1.0,True
2000-05-11,IIHF World Championship,2000,SUI,3,CAN,5,,1.0,True
2000-05-11,IIHF World Championship,2000,USA,1,SVK,4,,1.0,True
2000-05-12,IIHF World Championship,2000,CAN,1,CZE,2,semifinal,1.0,True
2000-05-12,IIHF World Championship,2000,SVK,3,FIN,1,semifinal,1.0,True
2000-05-14,IIHF World Championship,2000,CAN,1,FIN,2,bronze,1.0,True
2000-05-14,IIHF World Championship,2000,SVK,3,CZE,5,final,1.0,True
2001-05-10,IIHF World Championship,2001,CAN,3,USA,4,,1.0,True
2001-05-10,IIHF World Championship,2001,CZE,2,SVK,0,,1.0,True
2001-05-10,IIHF World Championship,2001,GER,1,FIN,4,,1.0,True
2001-05-10,IIHF World Championship,2001,SWE,4,RUS,3,,1.0,True
2001-05-12,IIHF World Championship,2001,CZE,3,SWE,2,semifinal,1.0,True
2001-05-12,IIHF World Championship,2001,FIN,3,USA,1,semifinal,1.0,True
2001-05-13,IIHF World Championship,2001,CZE,3,FIN,2,final,1.0,True
2001-05-13,IIHF World Championship,2001,SWE,3,USA,2,bronze,1.0,True
2002-02-09,Olympics,2002,AUT,2,LAT,4,,1.5,True
2002-02-09,Olympics,2002,BLR,1,UKR,0,,1.5,True
2002-02-09,Olympics,2002,SUI,3,FRA,3,,1.5,True
2002-02-09,Olympics,2002,SVK,0,GER,3,,1.5,True
2002-02-10,Olympics,2002,AUT,2,GER,3,,1.5,True
2002-02-10,Olympics,2002,LAT,6,SVK,6,,1.5,True
2002-02-11,Olympics,2002,BLR,3,FRA,1,,1.5,True
2002-02-11,Olympics,2002,UKR,5,SUI,2,,1.5,True
2002-02-12,Olympics,2002,GER,4,LAT,1,,1.5,True
2002-02-12,Olympics,2002,SVK,2,AUT,3,,1.5,True
2002-02-13,Olympics,2002,FRA,2,UKR,4,,1.5,True
2002-02-13,Olympics,2002,SUI,2,BLR,1,,1.5,True
2002-02-14,Olympics,2002,SUI,4,AUT,1,,1.5,True
2002-02-14,Olympics,2002,SVK,7,FRA,1,,1.5,True
2002-02-14,Olympics,2002,UKR,2,LAT,9,,1.5,True
2002-02-15,Olympics,2002,CAN,2,SWE,5,,1.5,True
2002-02-15,Olympics,2002,CZE,8,GER,2,,1.5,True
2002-02-15,Olympics,2002,FIN,0,USA,6,,1.5,True
2002-02-15,Olympics,2002,RUS,6,BLR,4,,1.5,True
2002-02-16,Olympics,2002,FIN,8,BLR,1,,1.5,True
2002-02-16,Olympics,2002,USA,2,RUS,2,,1.5,True
2002-02-17,Olympics,2002,CAN,3,GER,2,,1.5,True
2002-02-17,Olympics,2002,SWE,2,CZE,1,,1.5,True
2002-02-18,Olympics,2002,BLR,1,USA,8,,1.5,True
2002-02-18,Olympics,2002,CZE,3,CAN,3,,1.5,True
2002-02-18,Olympics,2002,GER,1,SWE,7,,1.5,True
2002-02-18,Olympics,2002,RUS,1,FIN,3,,1.5,True
2002-02-20,Olympics,2002,CZE,0,RUS,1,,1.5,True
2002-02-20,Olympics,2002,FIN,1,CAN,2,,1.5,True
